L 176.6000, 29.6000, 42.3000,  129.2000, 27.2000, 42.5000,  0, 0, 0
L 129.2000, 27.2000, 42.5000,  69.5000, 30.0000, 42.4000,  0, 0, 0
L -34.0000, 76.6000, 32.3000,  -24.5000, 79.8000, 29.8000,  0, 255, 0
L -24.5000, 79.8000, 29.8000,  -2.3000, 84.9000, 27.6000,  0, 255, 0
L -2.9000, 45.5000, 27.6000,  -25.4000, 51.3000, 29.6000,  0, 255, 0
L -25.4000, 51.3000, 29.6000,  -45.2000, 58.0000, 35.7000,  0, 255, 0
L -45.2000, 58.0000, 35.7000,  -67.0000, 65.4000, 39.9000,  0, 255, 0
L 32.4000, 92.5000, 42.4000,  70.0000, 97.1000, 41.8000,  0, 0, 0
L 70.0000, 97.1000, 41.8000,  93.2000, 97.4000, 41.8000,  0, 0, 0
L 93.2000, 97.4000, 41.8000,  130.3000, 98.6000, 41.8000,  0, 0, 0
L 130.3000, 98.6000, 41.8000,  145.6000, 98.0000, 41.8000,  0, 0, 0
L 145.6000, 98.0000, 41.8000,  177.2000, 96.1000, 41.8000,  0, 0, 0
L 177.2000, 96.1000, 41.8000,  177.2000, 91.3000, 41.8000,  0, 0, 0
L 177.1000, 79.9000, 41.8000,  177.0000, 78.7000, 41.8000,  0, 0, 0
L 177.0000, 78.7000, 41.8000,  178.2000, 78.7000, 41.8000,  0, 0, 0
L 179.4000, 78.6000, 41.8000,  179.5000, 90.0000, 41.8000,  0, 0, 0
L 179.5000, 90.0000, 41.8000,  184.8000, 89.9000, 41.8000,  0, 0, 0
L 184.8000, 89.9000, 41.8000,  210.5000, 87.2000, 41.8000,  0, 0, 0
L 210.5000, 87.2000, 41.8000,  210.3000, 65.2000, 41.8000,  0, 0, 0
L 210.3000, 65.2000, 41.8000,  197.9000, 65.2000, 41.8000,  0, 0, 0
L 197.9000, 62.3000, 41.8000,  212.3000, 62.1000, 42.0000,  0, 0, 0
L 197.9000, 65.2000, 41.8000,  197.9000, 62.3000, 41.8000,  0, 0, 0
L 212.3000, 62.1000, 41.9000,  212.5000, 87.1000, 41.8000,  0, 0, 0
L 212.5000, 87.1000, 41.8000,  230.1000, 86.9000, 41.8000,  0, 0, 0
L 230.1000, 86.9000, 41.8000,  229.6000, 38.3000, 41.8000,  0, 0, 0
L 229.6000, 38.3000, 41.8000,  215.3000, 38.5000, 41.8000,  0, 0, 0
L 215.3000, 38.5000, 41.8000,  179.0000, 36.4000, 41.8000,  0, 0, 0
L 179.0000, 36.4000, 41.8000,  179.1000, 47.6000, 41.8000,  0, 0, 0
L 179.2000, 57.4000, 41.8000,  184.8000, 57.4000, 41.8000,  0, 0, 0
L 184.8000, 57.4000, 41.8000,  187.0000, 59.5000, 41.8000,  0, 0, 0
L 187.0000, 59.5000, 41.8000,  187.6000, 62.3000, 41.8000,  0, 0, 0
L 187.6000, 62.3000, 41.8000,  191.3000, 62.3000, 41.8000,  0, 0, 0
L 191.3000, 62.3000, 41.8000,  191.3000, 65.3000, 41.8000,  0, 0, 0
L 191.3000, 65.3000, 41.8000,  187.5000, 65.3000, 41.8000,  0, 0, 0
L 187.5000, 65.3000, 41.8000,  187.1000, 66.6000, 41.8000,  0, 0, 0
L 184.9000, 68.8000, 41.8000,  179.3000, 68.8000, 41.8000,  0, 0, 0
L 179.3000, 68.8000, 41.8000,  179.3000, 71.4000, 41.8000,  0, 0, 0
L 179.3000, 71.4000, 41.8000,  178.2000, 71.4000, 41.8000,  0, 0, 0
L 176.6000, 34.9000, 41.8000,  176.6000, 29.6000, 42.3000,  0, 0, 0
L 176.9000, 55.0000, 41.8000,  178.0000, 55.0000, 41.8000,  0, 0, 0
L 176.7000, 46.3000, 41.8000,  176.8000, 47.6000, 41.8000,  0, 0, 0
L 176.8000, 47.6000, 41.8000,  178.0000, 47.6000, 41.8000,  0, 0, 0
L 13.6000, 91.6000, 27.6000,  26.8000, 94.6000, 27.2000,  0, 255, 0
