L 1000.0000, 0.0000, 0.0000,  1000.0000, -50.0000, 0.0000,  255, 0, 0
L -20.0000, 50.0000, 0.0000,  -50.0000, 20.0000, 0.0000,  255, 0, 0
L 50.0000, 20.0000, 0.0000,  20.0000, 50.0000, 0.0000,  255, 0, 0
L 20.0000, -50.0000, 0.0000,  50.0000, -20.0000, 0.0000,  255, 0, 0
L -50.0000, -20.0000, 0.0000,  -20.0000, -50.0000, 0.0000,  255, 0, 0
L -50.0000, 20.0000, 0.0000,  -50.0000, -20.0000, 0.0000,  255, 0, 0
L 20.0000, 50.0000, 0.0000,  -20.0000, 50.0000, 0.0000,  255, 0, 0
L 50.0000, -20.0000, 0.0000,  50.0000, 20.0000, 0.0000,  255, 0, 0
L -20.0000, -50.0000, 0.0000,  20.0000, -50.0000, 0.0000,  255, 0, 0
L 580.0000, -20.0000, 0.0000,  540.0000, -20.0000, 0.0000,  255, 0, 0
L 580.0000, -90.0000, 0.0000,  580.0000, -20.0000, 0.0000,  255, 0, 0
L 540.0000, -90.0000, 0.0000,  580.0000, -90.0000, 0.0000,  255, 0, 0
L 540.0000, -20.0000, 0.0000,  540.0000, -90.0000, 0.0000,  255, 0, 0
L 520.0000, -20.0000, 0.0000,  480.0000, -20.0000, 0.0000,  255, 0, 0
L 520.0000, -90.0000, 0.0000,  520.0000, -20.0000, 0.0000,  255, 0, 0
L 480.0000, -90.0000, 0.0000,  520.0000, -90.0000, 0.0000,  255, 0, 0
L 480.0000, -20.0000, 0.0000,  480.0000, -90.0000, 0.0000,  255, 0, 0
L 460.0000, -90.0000, 0.0000,  450.0000, -80.0000, 0.0000,  255, 0, 0
L 460.0000, -20.0000, 0.0000,  460.0000, -90.0000, 0.0000,  255, 0, 0
L 0.0000, -250.0000, 0.0000,  0.0000, 250.0000, 0.0000,  255, 0, 0
L -250.0000, 0.0000, 0.0000,  1000.0000, 0.0000, 0.0000,  255, 0, 0
L -120.0000, -80.0000, 0.0000,  -120.0000, -60.0000, 0.0000,  255, 0, 0
L -120.0000, -60.0000, 0.0000,  -120.0000, -40.0000, 0.0000,  255, 0, 0
L -100.0000, -60.0000, 0.0000,  -120.0000, -60.0000, 0.0000,  255, 0, 0
L -120.0000, -60.0000, 0.0000,  -140.0000, -60.0000, 0.0000,  255, 0, 0
L -90.0000, -50.0000, 0.0000,  -100.0000, -30.0000, 0.0000,  255, 0, 0
L -60.0000, -80.0000, 0.0000,  -60.0000, -60.0000, 0.0000,  255, 0, 0
L -60.0000, -60.0000, 0.0000,  -60.0000, -40.0000, 0.0000,  255, 0, 0
L -40.0000, -60.0000, 0.0000,  -60.0000, -60.0000, 0.0000,  255, 0, 0
L -60.0000, -60.0000, 0.0000,  -80.0000, -60.0000, 0.0000,  255, 0, 0
L 100.0000, 60.0000, 0.0000,  120.0000, 60.0000, 0.0000,  255, 0, 0
L 120.0000, 60.0000, 0.0000,  140.0000, 60.0000, 0.0000,  255, 0, 0
L 90.0000, 70.0000, 0.0000,  80.0000, 90.0000, 0.0000,  255, 0, 0
L 40.0000, 60.0000, 0.0000,  60.0000, 60.0000, 0.0000,  255, 0, 0
L 60.0000, 60.0000, 0.0000,  80.0000, 60.0000, 0.0000,  255, 0, 0
L -100.0000, 60.0000, 0.0000,  -120.0000, 60.0000, 0.0000,  255, 0, 0
L -120.0000, 60.0000, 0.0000,  -140.0000, 60.0000, 0.0000,  255, 0, 0
L -90.0000, 70.0000, 0.0000,  -100.0000, 90.0000, 0.0000,  255, 0, 0
L -60.0000, 80.0000, 0.0000,  -60.0000, 60.0000, 0.0000,  255, 0, 0
L -60.0000, 60.0000, 0.0000,  -60.0000, 40.0000, 0.0000,  255, 0, 0
L -40.0000, 60.0000, 0.0000,  -60.0000, 60.0000, 0.0000,  255, 0, 0
L -60.0000, 60.0000, 0.0000,  -80.0000, 60.0000, 0.0000,  255, 0, 0
L 100.0000, -60.0000, 0.0000,  120.0000, -60.0000, 0.0000,  255, 0, 0
L 120.0000, -60.0000, 0.0000,  140.0000, -60.0000, 0.0000,  255, 0, 0
L 90.0000, -50.0000, 0.0000,  80.0000, -30.0000, 0.0000,  255, 0, 0
L 60.0000, -80.0000, 0.0000,  60.0000, -60.0000, 0.0000,  255, 0, 0
L 60.0000, -60.0000, 0.0000,  60.0000, -40.0000, 0.0000,  255, 0, 0
L 40.0000, -60.0000, 0.0000,  60.0000, -60.0000, 0.0000,  255, 0, 0
L 60.0000, -60.0000, 0.0000,  80.0000, -60.0000, 0.0000,  255, 0, 0
L 599.0000, -90.0000, 0.0000,  637.3000, -90.0000, 0.0000,  255, 0, 0
L 599.0000, -20.0000, 0.0000,  637.3000, -20.0000, 0.0000,  255, 0, 0
L 599.0000, -90.0000, 0.0000,  599.0000, -20.0000, 0.0000,  255, 0, 0
L 637.3000, -90.0000, 0.0000,  637.3000, -20.0000, 0.0000,  255, 0, 0
L 2500.0000, 3700.0000, 0.0000,  2500.0000, 3760.0000, 0.0000,  0, 0, 0
L 2540.0000, 3760.0000, 0.0000,  2500.0000, 3760.0000, 0.0000,  0, 0, 0
L 2560.0000, 3730.0000, 0.0000,  2590.0000, 3730.0000, 0.0000,  0, 0, 0
L 2560.0000, 3760.0000, 0.0000,  2590.0000, 3760.0000, 0.0000,  0, 0, 0
L 2560.0000, 3700.0000, 0.0000,  2560.0000, 3760.0000, 0.0000,  0, 0, 0
L 2590.0000, 3700.0000, 0.0000,  2560.0000, 3700.0000, 0.0000,  0, 0, 0
L 2640.0000, 3760.0000, 0.0000,  2610.0000, 3760.0000, 0.0000,  0, 0, 0
L 2610.0000, 3700.0000, 0.0000,  2640.0000, 3700.0000, 0.0000,  0, 0, 0
L 2610.0000, 3760.0000, 0.0000,  2610.0000, 3700.0000, 0.0000,  0, 0, 0
L 2640.0000, 3760.0000, 0.0000,  2640.0000, 3730.0000, 0.0000,  0, 0, 0
L 2640.0000, 3730.0000, 0.0000,  2620.0000, 3730.0000, 0.0000,  0, 0, 0
L 2660.0000, 3730.0000, 0.0000,  2690.0000, 3730.0000, 0.0000,  0, 0, 0
L 2660.0000, 3760.0000, 0.0000,  2690.0000, 3760.0000, 0.0000,  0, 0, 0
L 2660.0000, 3700.0000, 0.0000,  2660.0000, 3760.0000, 0.0000,  0, 0, 0
L 2690.0000, 3700.0000, 0.0000,  2660.0000, 3700.0000, 0.0000,  0, 0, 0
L 2740.0000, 3760.0000, 0.0000,  2740.0000, 3700.0000, 0.0000,  0, 0, 0
L 2710.0000, 3700.0000, 0.0000,  2740.0000, 3760.0000, 0.0000,  0, 0, 0
L 2710.0000, 3760.0000, 0.0000,  2710.0000, 3700.0000, 0.0000,  0, 0, 0
L 2770.0000, 3760.0000, 0.0000,  2770.0000, 3700.0000, 0.0000,  0, 0, 0
L 2780.0000, 3760.0000, 0.0000,  2760.0000, 3760.0000, 0.0000,  0, 0, 0
L 2790.0000, 3730.0000, 0.0000,  2780.0000, 3760.0000, 0.0000,  0, 0, 0
L 2780.0000, 3700.0000, 0.0000,  2790.0000, 3730.0000, 0.0000,  0, 0, 0
L 2760.0000, 3700.0000, 0.0000,  2780.0000, 3700.0000, 0.0000,  0, 0, 0
L 2500.0000, 3870.0000, 0.0000,  2560.0000, 3870.0000, 0.0000,  0, 0, 0
L 2500.0000, 3790.0000, 0.0000,  2560.0000, 3790.0000, 0.0000,  0, 0, 0
L 2530.0000, 3843.0000, 0.0000,  2530.0000, 3817.0000, 0.0000,  205, 133, 63
L 2560.0000, 3870.0000, 0.0000,  2620.0000, 3870.0000, 0.0000,  0, 0, 0
L 2560.0000, 3870.0000, 0.0000,  2560.0000, 3843.0000, 0.0000,  205, 133, 63
L 2530.0000, 3843.0000, 0.0000,  2590.0000, 3843.0000, 0.0000,  205, 133, 63
L 2530.0000, 3817.0000, 0.0000,  2560.0000, 3817.0000, 0.0000,  205, 133, 63
L 2560.0000, 3817.0000, 0.0000,  2590.0000, 3817.0000, 0.0000,  205, 133, 63
L 2560.0000, 3790.0000, 0.0000,  2620.0000, 3790.0000, 0.0000,  0, 0, 0
L 2560.0000, 3817.0000, 0.0000,  2560.0000, 3790.0000, 0.0000,  205, 133, 63
L 2590.0000, 3843.0000, 0.0000,  2590.0000, 3817.0000, 0.0000,  205, 133, 63
L 2670.0000, 3860.0000, 0.0000,  2670.0000, 3800.0000, 0.0000,  0, 0, 0
L 2680.0000, 3860.0000, 0.0000,  2660.0000, 3860.0000, 0.0000,  0, 0, 0
L 2690.0000, 3830.0000, 0.0000,  2680.0000, 3860.0000, 0.0000,  0, 0, 0
L 2680.0000, 3800.0000, 0.0000,  2690.0000, 3830.0000, 0.0000,  0, 0, 0
L 2660.0000, 3800.0000, 0.0000,  2680.0000, 3800.0000, 0.0000,  0, 0, 0
L 2710.0000, 3800.0000, 0.0000,  2740.0000, 3800.0000, 0.0000,  0, 0, 0
L 2710.0000, 3860.0000, 0.0000,  2740.0000, 3860.0000, 0.0000,  0, 0, 0
L 2710.0000, 3800.0000, 0.0000,  2710.0000, 3860.0000, 0.0000,  0, 0, 0
L 2740.0000, 3800.0000, 0.0000,  2740.0000, 3860.0000, 0.0000,  0, 0, 0
L 2760.0000, 3800.0000, 0.0000,  2790.0000, 3800.0000, 0.0000,  0, 0, 0
