L 614.7000, 246.9000, 0.2000,  644.8000, 246.9000, 0.2000,  0, 0, 0
L 644.8000, 246.9000, 0.2000,  644.8000, 216.9000, 0.1000,  0, 0, 0
L 644.8000, 216.9000, 0.1000,  630.8000, 216.9000, 0.2000,  0, 0, 0
L 630.8000, 216.9000, 0.2000,  630.9000, 161.8000, 0.2000,  0, 0, 0
L 644.8000, 146.9000, 0.2000,  614.8000, 146.9000, 0.2000,  0, 0, 0
L 614.8000, 146.9000, 0.2000,  614.7000, 162.9000, 0.2000,  0, 0, 0
L 614.7000, 162.9000, 0.2000,  606.8000, 162.9000, 0.2000,  0, 0, 0
L 606.8000, 162.9000, 0.2000,  606.8000, 157.0000, 0.2000,  0, 0, 0
L 606.8000, 157.0000, 0.2000,  610.8000, 157.0000, 0.2000,  0, 0, 0
L 610.8000, 157.0000, 0.2000,  610.7000, 126.9000, -1.8000,  0, 0, 0
L 610.7000, 126.9000, -1.8000,  578.7000, 126.9000, 0.2000,  0, 0, 0
L 578.7000, 126.9000, 0.2000,  578.8000, 159.0000, 0.2000,  0, 0, 0
L 578.8000, 159.0000, 0.2000,  594.7000, 159.0000, 0.2000,  0, 0, 0
L 594.7000, 159.0000, 0.2000,  594.7000, 162.9000, 0.2000,  0, 0, 0
L 594.7000, 162.9000, 0.2000,  556.8000, 162.9000, 0.2000,  0, 0, 0
L 556.8000, 162.9000, 0.2000,  556.8000, 159.0000, 0.2000,  0, 0, 0
L 556.8000, 159.0000, 0.2000,  572.8000, 158.9000, 0.2000,  0, 0, 0
L 572.8000, 158.9000, 0.2000,  572.8000, 126.9000, 0.2000,  0, 0, 0
L 572.8000, 126.9000, 0.2000,  540.7000, 126.9000, 0.2000,  0, 0, 0
L 540.7000, 126.9000, 0.2000,  540.7000, 157.0000, 0.2000,  0, 0, 0
L 540.7000, 157.0000, 0.2000,  544.7000, 157.0000, 0.2000,  0, 0, 0
L 542.7000, 164.9000, 0.2000,  542.7000, 162.9000, 0.2000,  0, 0, 0
L 542.7000, 162.9000, 0.2000,  544.7000, 162.9000, 0.2000,  0, 0, 0
L 544.7000, 162.9000, 0.2000,  544.7000, 157.0000, 0.2000,  0, 0, 0
L 542.7000, 177.0000, 0.2000,  540.0000, 177.0000, 0.2000,  0, 0, 0
L 506.8000, 177.0000, 0.2000,  506.8000, 128.9000, 0.2000,  0, 0, 0
L 506.8000, 128.9000, 0.2000,  536.8000, 128.9000, 0.2000,  0, 0, 0
L 536.8000, 128.9000, 0.2000,  536.8000, 164.9000, 0.2000,  0, 0, 0
L 536.8000, 164.9000, 0.2000,  540.0000, 164.9000, 0.2000,  0, 0, 0
L 542.7000, 177.0000, 0.2000,  542.7000, 180.9000, 0.2000,  0, 0, 0
L 542.7000, 180.9000, 0.2000,  502.8000, 180.9000, 0.2000,  0, 0, 0
L 502.8000, 180.9000, 0.2000,  502.8000, 126.9000, 0.2000,  0, 0, 0
L 498.8000, 126.9000, 0.2000,  498.8000, 107.0000, 0.2000,  0, 0, 0
L 498.8000, 107.0000, 0.2000,  538.8000, 107.0000, 0.2000,  0, 0, 0
L 538.8000, 107.0000, 0.2000,  538.8000, 105.0000, 0.2000,  0, 0, 0
L 538.8000, 54.1000, 0.2000,  538.8000, 35.6000, 0.2000,  0, 0, 0
L 538.8000, 35.6000, 0.2000,  556.8000, 17.5000, 0.2000,  0, 0, 0
L 556.8000, 17.7000, 0.2000,  556.9000, 13.0000, 0.2000,  0, 0, 0
L 498.8000, 126.9000, 0.2000,  502.8000, 126.9000, 0.2000,  0, 0, 0
L 633.8000, 216.9000, 0.1000,  633.8000, 221.4000, 0.2000,  150, 150, 150
L 633.8000, 221.4000, 0.1000,  644.6000, 221.4000, 0.1000,  150, 150, 150
L 644.8000, 215.9000, 18.2000,  644.8000, 246.9000, 18.2000,  0, 255, 0
L 644.8000, 246.9000, 18.2000,  614.7000, 246.9000, 18.2000,  0, 255, 0
L 614.7000, 246.9000, 18.2000,  614.7000, 216.1000, 18.2000,  0, 255, 0
L 614.7000, 216.1000, 18.2000,  632.1000, 216.1000, 18.2000,  0, 255, 0
L 632.1000, 216.1000, 18.2000,  632.1000, 209.3000, 15.9000,  0, 255, 0
L 614.7000, 146.9000, 18.2000,  644.8000, 146.9000, 18.2000,  0, 255, 0
L 644.8000, 161.7000, 18.2000,  614.7000, 161.6000, 18.2000,  150, 150, 150
L 614.7000, 161.6000, 18.2000,  614.7000, 146.9000, 18.2000,  0, 255, 0
L 416.8000, 200.9000, 0.2000,  416.8000, 196.9000, 0.2000,  0, 0, 0
L 416.8000, 196.9000, 0.2000,  412.9000, 196.9000, 0.2000,  0, 0, 0
