L -1270.2997, -334.3000, -72.4000,  -1270.2997, -370.7000, -72.4000,  0, 255, 255
L -1299.7000, -334.3000, -72.4000,  -1270.2997, -334.3000, -72.4000,  0, 255, 255
L -1299.7000, -368.7000, -72.4000,  -1299.7000, -334.3000, -72.4000,  0, 255, 255
L -1279.7000, -368.7000, -72.4000,  -1299.7000, -368.7000, -72.4000,  0, 255, 255
L -1279.7000, -370.7000, -72.4000,  -1279.7000, -368.7000, -72.4000,  0, 255, 255
L -1270.2997, -372.7000, -70.4000,  -1279.7000, -372.7000, -70.4000,  150, 150, 150
L -1279.7000, -374.7000, -68.4000,  -1270.2997, -374.7000, -68.4000,  150, 150, 150
L -1270.2997, -376.7000, -66.4000,  -1279.7000, -376.7000, -66.4000,  150, 150, 150
L -1279.7000, -378.7000, -64.4000,  -1270.2997, -378.7000, -64.4000,  150, 150, 150
L -1270.2997, -380.7000, -62.4000,  -1279.7000, -380.7000, -62.4000,  150, 150, 150
L -1279.7000, -370.7000, -72.4000,  -1279.7000, -382.7000, -60.4000,  0, 255, 255
L -1270.2997, -370.7000, -72.4000,  -1279.7000, -370.7000, -72.4000,  150, 150, 150
L -1270.2997, -380.7000, -62.4000,  -1270.2997, -370.7000, -72.4000,  0, 255, 255
L -1270.2997, -382.7000, -60.4000,  -1270.2997, -380.7000, -62.4000,  0, 255, 255
L -1279.7000, -382.7000, -60.4000,  -1270.2997, -382.7000, -60.4000,  150, 150, 150
L -1320.2997, -329.7000, -58.4000,  -1261.7000, -329.7000, -58.4000,  0, 0, 0
L -1320.2997, -372.3000, -58.4000,  -1320.2997, -329.7000, -58.4000,  0, 0, 0
L -1279.7000, -372.3000, -58.4000,  -1320.2997, -372.3000, -58.4000,  0, 0, 0
L -1261.7000, -372.3000, -58.4000,  -1270.2997, -372.3000, -58.4000,  0, 0, 0
L -1261.7000, -329.7000, -58.4000,  -1261.7000, -372.3000, -58.4000,  0, 0, 0
L -1232.2997, -358.3000, -58.4000,  -1232.2997, -334.3000, -58.4000,  0, 0, 0
L -1229.7000, -358.3000, -58.4000,  -1232.2997, -358.3000, -58.4000,  0, 0, 0
L -1229.7000, -334.3000, -58.4000,  -1229.7000, -358.3000, -58.4000,  0, 0, 0
L -1200.2997, -334.3000, -58.4000,  -1229.7000, -334.3000, -58.4000,  0, 0, 0
