L -1.7000, -80.4000, -12.0000,  -4.1000, -83.6000, -12.4000,  0, 0, 0
L -4.1000, -83.6000, -12.4000,  -15.0000, -133.7000, -2.6000,  0, 0, 0
L -15.1000, -133.7000, -2.4000,  -9.5000, -134.1000, -11.5000,  0, 0, 0
L -9.5000, -134.1000, -11.5000,  -7.1000, -136.0000, -11.4000,  0, 0, 0
L -7.1000, -136.0000, -11.4000,  -5.0000, -143.3000, -10.6000,  0, 0, 0
L -5.0000, -143.3000, -10.6000,  -7.8000, -150.4000, -11.4000,  0, 0, 0
L -7.8000, -150.4000, -11.4000,  -14.3000, -152.1000, -5.7000,  0, 0, 0
L -14.3000, -152.1000, -5.7000,  -14.6000, -161.2000, -6.7000,  0, 0, 0
L -14.6000, -161.2000, -6.7000,  -14.5000, -166.8000, -6.6000,  0, 0, 0
L -14.5000, -166.8000, -6.6000,  -9.2000, -176.9000, -9.9000,  0, 0, 0
L -9.2000, -176.9000, -9.9000,  -8.3000, -177.0000, -10.4000,  0, 0, 0
L -8.3000, -177.0000, -10.4000,  -7.1000, -178.7000, -10.3000,  0, 0, 0
L -7.1000, -178.7000, -10.3000,  -4.8000, -180.3000, -10.2000,  0, 0, 0
L -4.8000, -180.3000, -10.2000,  -3.1000, -181.7000, -10.1000,  0, 0, 0
L -3.1000, -181.7000, -10.1000,  -1.0000, -182.0000, -11.5000,  0, 0, 0
L -1.0000, -182.0000, -11.5000,  -1.1000, -188.5000, -10.8000,  0, 0, 0
L -1.1000, -188.5000, -10.8000,  -3.2000, -189.6000, -10.1000,  0, 0, 0
L -3.2000, -189.6000, -10.1000,  -4.8000, -190.9000, -10.1000,  0, 0, 0
L -4.8000, -190.9000, -10.1000,  -7.0000, -192.4000, -10.3000,  0, 0, 0
L -7.0000, -192.4000, -10.3000,  -9.2000, -194.2000, -10.0000,  0, 0, 0
L -9.2000, -194.2000, -10.0000,  -14.7000, -203.5000, -6.6000,  0, 0, 0
L -14.7000, -203.5000, -6.6000,  -14.7000, -209.2000, -6.5000,  0, 0, 0
L -14.7000, -209.2000, -6.5000,  -14.1000, -217.7000, -6.0000,  0, 0, 0
L -14.1000, -217.7000, -6.0000,  -9.1000, -218.5000, -11.5000,  0, 0, 0
L -9.1000, -218.5000, -11.5000,  -5.4000, -226.6000, -10.5000,  0, 0, 0
L -5.4000, -226.6000, -10.5000,  -7.9000, -233.8000, -11.4000,  0, 0, 0
L -7.9000, -233.8000, -11.4000,  -14.6000, -236.0000, -5.6000,  0, 0, 0
L -14.6000, -236.0000, -5.6000,  -15.6000, -266.3000, -5.4000,  0, 0, 0
L -15.6000, -266.3000, -5.4000,  -9.8000, -283.3000, -5.8000,  0, 0, 0
L -9.8000, -283.3000, -5.8000,  -2.3000, -291.2000, -6.4000,  0, 0, 0
