L -2055.8337, 2577.9912, -0.7192,  -1932.4468, 2462.6694, -0.7192,  240, 0, 0
L -1940.3232, 2701.7581, -0.7192,  -2055.8337, 2577.9912, -0.7192,  240, 0, 0
L -1816.4005, 2586.8882, -0.7192,  -1940.3232, 2701.7581, -0.7192,  240, 0, 0
L -1932.1561, 2462.4343, -0.7192,  -1816.4005, 2586.8882, -0.7192,  240, 0, 0
L -2187.6663, 2453.6204, -0.7192,  -2073.0586, 2329.6245, -0.7191,  240, 0, 0
L -2064.1824, 2569.2195, -0.7192,  -2187.6663, 2453.6204, -0.7192,  240, 0, 0
L -1948.5813, 2445.4814, -0.7192,  -2064.1824, 2569.2195, -0.7192,  240, 0, 0
L -2073.2761, 2329.8191, -0.7191,  -1948.5813, 2445.4814, -0.7192,  240, 0, 0
L -2358.6946, 1839.3783, 89.2808,  -2212.6758, 1924.1104, 89.2808,  240, 0, 0
L -2442.8977, 1985.5007, 91.2451,  -2358.6946, 1839.3783, 89.2808,  240, 0, 0
L -2298.1052, 2069.9199, 89.2808,  -2442.8977, 1985.5007, 91.2451,  240, 0, 0
L -2212.8359, 1924.3851, 89.2808,  -2298.1052, 2069.9199, 89.2808,  240, 0, 0
L -1933.4827, 1781.4961, 59.2808,  -1951.8127, 1616.0879, 59.2808,  240, 0, 0
L -1767.3262, 1765.7736, 59.2808,  -1933.4827, 1781.4961, 59.2808,  240, 0, 0
L -1782.6978, 1598.2568, 59.2808,  -1767.3262, 1765.7736, 59.2808,  240, 0, 0
L -1950.1938, 1614.1586, 59.2808,  -1782.6978, 1598.2568, 59.2808,  240, 0, 0
L -47.7837, -706.6826, 44.2808,  -116.6580, -862.4144, 44.2808,  255, 0, 255
L -203.2597, -639.7419, 44.2808,  -47.7837, -706.6826, 44.2808,  255, 0, 255
L -271.1698, -794.5482, 44.2808,  -203.2597, -639.7419, 44.2808,  255, 0, 255
L -115.9815, -863.1823, 44.2808,  -271.1698, -794.5482, 44.2808,  255, 0, 255
L 654.2473, -941.1608, 91.2808,  654.9961, -773.4208, 91.2808,  255, 0, 255
L 485.0851, -773.3782, 91.2808,  485.4070, -941.5493, 91.2808,  255, 0, 255
L 654.4625, -773.5034, 91.2808,  485.0851, -773.3782, 91.2808,  255, 0, 255
L 484.8949, -942.9407, 91.2808,  654.7195, -942.8870, 91.2808,  255, 0, 255
L 489.9239, -1031.6348, 91.2808,  490.9772, -1201.0094, 91.2808,  255, 0, 255
L 659.8315, -1031.9673, 91.2808,  489.9239, -1031.6348, 91.2808,  255, 0, 255
L 659.5511, -1200.6161, 91.2808,  659.8315, -1031.9673, 91.2808,  255, 0, 255
L 489.9913, -1200.6946, 91.2808,  659.5511, -1200.6161, 91.2808,  255, 0, 255
L 656.9090, -1291.8036, 91.2808,  487.7581, -1292.0479, 91.2808,  255, 0, 255
L 655.5786, -1460.7360, 91.2808,  656.9090, -1291.8036, 91.2808,  255, 0, 255
L 486.1221, -1460.2474, 91.2808,  655.5786, -1460.7360, 91.2808,  255, 0, 255
L 486.7841, -1291.7076, 91.2808,  486.1221, -1460.2474, 91.2808,  255, 0, 255
L 309.8653, -1120.0640, 64.2808,  140.3796, -1120.9709, 64.2808,  255, 0, 255
L 308.0892, -952.4412, 64.2808,  309.8653, -1120.0640, 64.2808,  255, 0, 255
L 140.3605, -951.5855, 64.2808,  308.0892, -952.4412, 64.2808,  255, 0, 255
L 139.8948, -1120.0406, 64.2808,  140.3605, -951.5855, 64.2808,  255, 0, 255
L 288.5852, -1335.0127, 64.2808,  120.8322, -1334.5785, 64.2808,  255, 0, 255
L 287.7310, -1503.5074, 64.2808,  288.5852, -1335.0127, 64.2808,  255, 0, 255
L 119.1495, -1504.5603, 64.2808,  287.7310, -1503.5074, 64.2808,  255, 0, 255
L 120.2803, -1335.5613, 64.2808,  119.1495, -1504.5603, 64.2808,  255, 0, 255
L 174.4393, -1321.0941, 64.2808,  7.4154, -1320.9913, 64.2808,  255, 0, 255
L 174.4686, -1153.1429, 64.2808,  174.4393, -1321.0941, 64.2808,  255, 0, 255
L 6.2919, -1152.5850, 64.0411,  174.4686, -1153.1429, 64.2808,  255, 0, 255
L 6.4509, -1322.7755, 64.2808,  6.2919, -1152.5850, 64.0411,  255, 0, 255
L 188.7827, -2639.6653, -101.5648,  357.6286, -2638.4746, -100.7191,  0, 240, 240
L 190.3981, -2471.6306, -101.4689,  188.7827, -2639.6653, -101.5648,  0, 240, 240
L 358.6427, -2471.2861, -100.7188,  190.3981, -2471.6306, -101.4689,  0, 240, 240
L 357.8301, -2639.0032, -100.7191,  358.6427, -2471.2861, -100.7188,  0, 240, 240
L 601.5285, -2721.4517, -100.4134,  529.6248, -2873.8745, -99.6269,  0, 240, 240
L 449.6968, -2649.8252, -100.7191,  601.5285, -2721.4517, -100.4134,  0, 240, 240
L 377.3639, -2801.2466, -100.7191,  449.6968, -2649.8252, -100.7191,  0, 240, 240
L 530.4382, -2873.7795, -99.6436,  377.3639, -2801.2466, -100.7191,  0, 240, 240
L 597.7614, -3257.5330, -1.7192,  596.8681, -3088.8555, -1.7192,  0, 240, 240
L 765.5680, -3254.9717, -1.7192,  597.7614, -3257.5330, -1.7192,  0, 240, 240
L 764.7670, -3087.5012, -1.7192,  765.5680, -3254.9717, -1.7192,  0, 240, 240
L 596.7537, -3087.5337, -1.7192,  764.7670, -3087.5012, -1.7192,  0, 240, 240
L 402.0864, -2886.6726, -100.7191,  234.2555, -2885.6650, -100.7191,  0, 240, 240
L 403.1635, -3054.6272, -100.1785,  402.0864, -2886.6726, -100.7191,  0, 240, 240
L 236.1266, -3054.1404, -100.7191,  403.1635, -3054.6272, -100.1785,  0, 240, 240
L 234.5011, -2886.8481, -100.7191,  236.1266, -3054.1404, -100.7191,  0, 240, 240
L 115.8801, -3046.7864, -70.7191,  -51.7442, -3046.2009, -70.7191,  0, 240, 240
L 114.9694, -2877.9521, -70.8699,  115.8801, -3046.7864, -70.7191,  0, 240, 240
L -53.6407, -2877.0820, -70.6491,  114.9694, -2877.9521, -70.8699,  0, 240, 240
L -53.4287, -3046.1892, -70.7191,  -53.6407, -2877.0820, -70.6491,  0, 240, 240
L -286.6657, -2879.1467, -70.7191,  -284.4156, -3047.5513, -70.7191,  0, 240, 240
L -117.9235, -2877.0161, -70.6220,  -286.6657, -2879.1467, -70.7191,  0, 240, 240
L -115.5228, -3045.8547, -70.7191,  -117.9235, -2877.0161, -70.6220,  0, 240, 240
L -283.8543, -3047.2354, -70.7191,  -115.5228, -3045.8547, -70.7191,  0, 240, 240
L -507.8262, -2876.5032, -70.2350,  -338.8092, -2876.6765, -70.7190,  0, 240, 240
L -507.0046, -3045.7551, -70.7282,  -507.8262, -2876.5032, -70.2350,  0, 240, 240
L -337.8876, -3046.2317, -70.7191,  -507.0046, -3045.7551, -70.7282,  0, 240, 240
L -338.7974, -2877.2800, -70.7190,  -337.8876, -3046.2317, -70.7191,  0, 240, 240
L -1762.5470, -2905.5403, 31.2808,  -1605.9188, -2842.6187, 31.2808,  127, 0, 0
L -1699.2611, -3062.4443, 31.2808,  -1762.5470, -2905.5403, 31.2808,  127, 0, 0
L -1544.4196, -2999.8132, 31.2808,  -1699.2611, -3062.4443, 31.2808,  127, 0, 0
L -1605.6832, -2844.6216, 31.2808,  -1544.4196, -2999.8132, 31.2808,  127, 0, 0
L -1830.5731, -2896.3499, 31.2808,  -1998.9025, -2885.0005, 31.2808,  127, 0, 0
L -1840.7274, -3063.9670, 31.2808,  -1830.5731, -2896.3499, 31.2808,  127, 0, 0
L -2009.1962, -3053.7341, 31.2808,  -1840.7274, -3063.9670, 31.2808,  127, 0, 0
L -1998.6055, -2885.3359, 31.2808,  -2009.1962, -3053.7341, 31.2808,  127, 0, 0
L -2095.4836, -3074.1521, 31.2808,  -2095.7358, -2905.4272, 31.2808,  127, 0, 0
L -2267.1594, -3073.6426, 31.9431,  -2095.4836, -3074.1521, 31.2808,  127, 0, 0
L -2264.1013, -2904.6526, 31.2808,  -2267.1594, -3073.6426, 31.9431,  127, 0, 0
L -2095.9714, -2905.4824, 31.2808,  -2264.1013, -2904.6526, 31.2808,  127, 0, 0
L -1907.1193, -2572.3079, 31.2837,  -2047.0804, -2667.9717, 31.2808,  127, 0, 0
L -1811.1105, -2711.1162, 31.2808,  -1907.1193, -2572.3079, 31.2837,  127, 0, 0
L -1950.8976, -2808.5559, 31.2808,  -1811.1105, -2711.1162, 31.2808,  127, 0, 0
L -2046.9381, -2668.3533, 31.2808,  -1950.8976, -2808.5559, 31.2808,  127, 0, 0
L -1961.1758, -2530.9204, 31.2808,  -1960.7201, -2362.2212, 31.2808,  127, 0, 0
L -2129.0793, -2530.1672, 31.2808,  -1961.1758, -2530.9204, 31.2808,  127, 0, 0
L -2128.6147, -2361.7922, 31.2808,  -2129.0793, -2530.1672, 31.2808,  127, 0, 0
L -1960.3927, -2362.1333, 31.2808,  -2128.6147, -2361.7922, 31.2808,  127, 0, 0
L -1466.2766, -1701.2516, 59.2808,  -1466.2065, -1531.7620, 59.2808,  0, 127, 0
L -1636.2672, -1702.7032, 59.2808,  -1466.2766, -1701.2516, 59.2808,  0, 127, 0
L -1635.9905, -1532.5103, 59.2808,  -1636.2672, -1702.7032, 59.2808,  0, 127, 0
L -1466.2871, -1533.5146, 59.2808,  -1635.9905, -1532.5103, 59.2808,  0, 127, 0
L -1660.2220, -1535.1272, 59.2808,  -1830.3885, -1535.4479, 59.2748,  0, 127, 0
L -1660.1599, -1704.2679, 59.2808,  -1660.2220, -1535.1272, 59.2808,  0, 127, 0
L -1828.8652, -1703.8353, 59.2808,  -1660.1599, -1704.2679, 59.2808,  0, 127, 0
L -1827.7256, -1536.1515, 59.2808,  -1828.8652, -1703.8353, 59.2808,  0, 127, 0
L -1858.6019, -1546.3352, 59.2808,  -2021.7350, -1506.3865, 59.2550,  0, 127, 0
L -1898.1139, -1708.1292, 59.2808,  -1858.6019, -1546.3352, 59.2808,  0, 127, 0
L -2060.7505, -1669.7026, 59.2808,  -1898.1139, -1708.1292, 59.2808,  0, 127, 0
L -2022.2659, -1507.1396, 59.2564,  -2060.7505, -1669.7026, 59.2808,  0, 127, 0
L -2039.5531, -1512.2120, 59.2806,  -2141.9343, -1380.5880, 59.2808,  0, 127, 0
L -2172.9395, -1614.9343, 59.2808,  -2039.5531, -1512.2120, 59.2806,  0, 127, 0
L -2276.1572, -1483.0300, 59.2808,  -2172.9395, -1614.9343, 59.2808,  0, 127, 0
L -2144.0706, -1379.0999, 59.2808,  -2276.1572, -1483.0300, 59.2808,  0, 127, 0
L -2156.5049, -1370.1650, 59.2808,  -2120.9856, -1205.9869, 59.2808,  0, 127, 0
L -2323.5107, -1332.7910, 59.2808,  -2156.5049, -1370.1650, 59.2808,  0, 127, 0
L -2284.7039, -1170.0320, 59.2808,  -2323.5107, -1332.7910, 59.2808,  0, 127, 0
L -2121.0964, -1205.8220, 59.2808,  -2284.7039, -1170.0320, 59.2808,  0, 127, 0
L -2181.5798, -1178.1595, 59.2808,  -2034.0800, -1093.1176, 59.2808,  0, 127, 0
L -2264.8960, -1034.0414, 59.2808,  -2181.5798, -1178.1595, 59.2808,  0, 127, 0
L -2121.6379, -948.5248, 59.2809,  -2264.8960, -1034.0414, 59.2808,  0, 127, 0
L -2036.7527, -1093.3833, 59.2808,  -2121.6379, -948.5248, 59.2809,  0, 127, 0
L -1809.5103, -1062.0557, 59.2807,  -1852.6572, -1225.4943, 59.2915,  0, 127, 0
L -1973.5420, -1018.8456, 59.2808,  -1809.5103, -1062.0557, 59.2807,  0, 127, 0
L -2015.2927, -1181.5295, 59.2808,  -1973.5420, -1018.8456, 59.2808,  0, 127, 0
L -1852.7114, -1225.4780, 59.2916,  -2015.2927, -1181.5295, 59.2808,  0, 127, 0
L -1620.7194, -1141.1318, 59.2808,  -1680.5552, -1298.8007, 59.3686,  0, 127, 0
L -1779.5797, -1082.6936, 59.2807,  -1620.7194, -1141.1318, 59.2808,  0, 127, 0
L -1837.6207, -1240.9886, 59.2923,  -1779.5797, -1082.6936, 59.2807,  0, 127, 0
L -1680.1036, -1298.8679, 59.3677,  -1837.6207, -1240.9886, 59.2923,  0, 127, 0
L -1479.8289, 26.2154, -40.1221,  -1479.0317, 195.8907, -40.6935,  240, 240, 240
L -1647.9294, 27.2790, -40.7191,  -1479.8289, 26.2154, -40.1221,  240, 240, 240
L -1648.3438, 195.4632, -40.7191,  -1647.9294, 27.2790, -40.7191,  240, 240, 240
L -1479.3127, 194.0737, -40.7053,  -1648.3438, 195.4632, -40.7191,  240, 240, 240
L -1203.2048, 205.0491, 59.2808,  -1372.9110, 214.8569, 59.2808,  240, 240, 240
L -1213.0311, 36.2776, 59.2808,  -1203.2048, 205.0491, 59.2808,  240, 240, 240
L -1382.6666, 47.5194, 59.2744,  -1213.0311, 36.2776, 59.2808,  240, 240, 240
L -1370.8837, 214.6096, 59.2808,  -1382.6666, 47.5194, 59.2744,  240, 240, 240
L -1937.6886, 290.2473, -40.7191,  -2107.3914, 293.2390, -40.7191,  240, 240, 240
L -1936.0507, 461.2223, -40.4883,  -1937.6886, 290.2473, -40.7191,  240, 240, 240
L -2105.4819, 463.1386, -40.6254,  -1936.0507, 461.2223, -40.4883,  240, 240, 240
L -2107.1040, 292.6909, -40.7191,  -2105.4819, 463.1386, -40.6254,  240, 240, 240
L -1830.1189, 235.6292, -40.7191,  -1887.6677, 75.2455, -40.7191,  240, 240, 240
L -1671.0034, 176.8611, -40.7191,  -1830.1189, 235.6292, -40.7191,  240, 240, 240
L -1729.2941, 18.7417, -40.5214,  -1671.0034, 176.8611, -40.7191,  240, 240, 240
L -1887.4436, 75.1952, -40.7191,  -1729.2941, 18.7417, -40.5214,  240, 240, 240
L -2114.0779, 84.4076, -40.7191,  -1945.9055, 82.1635, -40.7191,  240, 240, 240
L -2111.3831, 253.3505, -40.7191,  -2114.0779, 84.4076, -40.7191,  240, 240, 240
L -1944.2150, 251.3153, -40.7191,  -2111.3831, 253.3505, -40.7191,  240, 240, 240
L -1945.5585, 83.6752, -40.7191,  -1944.2150, 251.3153, -40.7191,  240, 240, 240
L -2056.8528, -54.6155, -40.7191,  -2202.4937, 30.3941, -40.7191,  240, 240, 240
L -2142.8923, -200.4339, -40.7127,  -2056.8528, -54.6155, -40.7191,  240, 240, 240
L -2289.3281, -114.6805, -40.7191,  -2142.8923, -200.4339, -40.7127,  240, 240, 240
L -2204.6802, 30.6162, -40.7191,  -2289.3281, -114.6805, -40.7191,  240, 240, 240
L -2339.1729, 287.7523, -40.7191,  -2171.4812, 288.3089, -40.7191,  240, 240, 240
L -2337.1191, 119.4650, -40.7191,  -2339.1729, 287.7523, -40.7191,  240, 240, 240
L -2168.9792, 120.4947, -40.7191,  -2337.1191, 119.4650, -40.7191,  240, 240, 240
L -2170.2341, 290.7612, -40.7191,  -2168.9792, 120.4947, -40.7191,  240, 240, 240
L -2169.9995, 338.5904, -40.7191,  -2169.3372, 507.4387, -40.7191,  240, 240, 240
L -2338.2271, 337.4178, -40.7191,  -2169.9995, 338.5904, -40.7191,  240, 240, 240
L -2338.2271, 507.4837, -40.7191,  -2338.2271, 337.4178, -40.7191,  240, 240, 240
L -2168.6016, 508.1672, -40.7191,  -2338.2271, 507.4837, -40.7191,  240, 240, 240
L -2165.5776, 549.0562, -40.7191,  -2165.9673, 716.6273, -40.7191,  240, 240, 240
L -2334.9275, 549.4060, -40.7191,  -2165.5776, 549.0562, -40.7191,  240, 240, 240
L -2335.3455, 716.7521, -40.7191,  -2334.9275, 549.4060, -40.7191,  240, 240, 240
L -2165.7832, 716.2684, -40.7191,  -2335.3455, 716.7521, -40.7191,  240, 240, 240
L -1943.3102, 621.1843, -40.7191,  -1937.1389, 788.4932, -40.7191,  240, 240, 240
L -2111.7146, 627.9381, -40.7191,  -1943.3102, 621.1843, -40.7191,  240, 240, 240
L -2105.3950, 796.5947, -40.7191,  -2111.7146, 627.9381, -40.7191,  240, 240, 240
L -1937.9442, 789.6047, -40.7191,  -2105.3950, 796.5947, -40.7191,  240, 240, 240
L -2429.3411, 1166.2200, -40.7191,  -2299.6753, 1058.1786, -40.7191,  240, 240, 240
L -2322.0732, 1294.9500, -40.7191,  -2429.3411, 1166.2200, -40.7191,  240, 240, 240
L -2193.1211, 1185.9456, -40.7191,  -2322.0732, 1294.9500, -40.7191,  240, 240, 240
L -2300.7126, 1058.4191, -40.7191,  -2193.1211, 1185.9456, -40.7191,  240, 240, 240
L -2107.5132, 949.6960, -40.7191,  -1948.3862, 1000.8424, -40.7191,  240, 240, 240
L -2159.1174, 1109.1595, -40.7191,  -2107.5132, 949.6960, -40.7191,  240, 240, 240
L -1997.7229, 1160.1539, -40.7191,  -2159.1174, 1109.1595, -40.7191,  240, 240, 240
L -1947.0546, 999.8497, -40.7191,  -1997.7229, 1160.1539, -40.7191,  240, 240, 240
L -1915.3103, 997.8215, -40.7191,  -1748.4540, 984.0067, -40.7191,  240, 240, 240
L -1902.0586, 1165.0702, -40.7191,  -1915.3103, 997.8215, -40.7191,  240, 240, 240
L -1734.7983, 1150.6781, -40.7191,  -1902.0586, 1165.0702, -40.7191,  240, 240, 240
L -1749.6710, 983.5417, -40.7191,  -1734.7983, 1150.6781, -40.7191,  240, 240, 240
L -1709.5306, 972.4058, -40.7191,  -1555.0526, 905.8583, -40.7191,  240, 240, 240
L -1644.1266, 1127.0093, -40.7191,  -1709.5306, 972.4058, -40.7191,  240, 240, 240
L -1489.8556, 1061.1874, -40.7191,  -1644.1266, 1127.0093, -40.7191,  240, 240, 240
L -1555.9779, 906.9102, -40.7191,  -1489.8556, 1061.1874, -40.7191,  240, 240, 240
L 187.8093, 373.7121, 109.2808,  19.4592, 373.7340, 109.2808,  240, 240, 0
L 187.6129, 205.6236, 109.2808,  187.8093, 373.7121, 109.2808,  240, 240, 0
L 18.8999, 206.6146, 109.2808,  187.6129, 205.6236, 109.2808,  240, 240, 0
L 19.4390, 374.1736, 109.2808,  18.8999, 206.6146, 109.2808,  240, 240, 0
L 230.2752, 287.6411, 109.2808,  229.9226, 456.8021, 109.2808,  240, 240, 0
L 400.6163, 287.3653, 109.2808,  230.2752, 287.6411, 109.2808,  240, 240, 0
L 399.5505, 456.7348, 109.2808,  400.6163, 287.3653, 109.2808,  240, 240, 0
L 231.0805, 456.8292, 109.2808,  399.5505, 456.7348, 109.2808,  240, 240, 0
L 222.7954, 547.2268, 109.2808,  198.9984, 713.1605, 109.2808,  240, 240, 0
L 387.6504, 569.9922, 109.2808,  222.7954, 547.2268, 109.2808,  240, 240, 0
L 365.0531, 736.4133, 109.2808,  387.6504, 569.9922, 109.2808,  240, 240, 0
L 198.7619, 713.2919, 109.2808,  365.0531, 736.4133, 109.2808,  240, 240, 0
L 311.2429, 999.4662, 109.2808,  147.8683, 957.6238, 109.2808,  240, 240, 0
L 352.8104, 836.8814, 109.2808,  311.2429, 999.4662, 109.2808,  240, 240, 0
L 189.4823, 794.1351, 109.2808,  352.8104, 836.8814, 109.2808,  240, 240, 0
L 147.7741, 957.0809, 109.2808,  189.4823, 794.1351, 109.2808,  240, 240, 0
L -247.6381, 1546.4700, 109.2808,  -347.2518, 1411.3324, 109.2808,  240, 240, 0
L -113.1833, 1445.6110, 109.2808,  -247.6381, 1546.4700, 109.2808,  240, 240, 0
L -212.4347, 1311.4971, 109.2808,  -113.1833, 1445.6110, 109.2808,  240, 240, 0
L -347.5576, 1410.6238, 109.2808,  -212.4347, 1311.4971, 109.2808,  240, 240, 0
L -320.3702, 1097.9941, 59.2808,  -211.6190, 964.3749, 59.2808,  240, 240, 0
L -190.4600, 1202.7268, 59.3163,  -320.3702, 1097.9941, 59.2808,  240, 240, 0
L -83.3561, 1073.2197, 59.2808,  -190.4600, 1202.7268, 59.3163,  240, 240, 0
L -214.2678, 965.7939, 59.2808,  -83.3561, 1073.2197, 59.2808,  240, 240, 0
L -172.4590, 917.3298, 59.2808,  -122.1714, 755.8743, 59.2808,  240, 240, 0
L -11.2709, 967.9869, 59.2808,  -172.4590, 917.3298, 59.2808,  240, 240, 0
L 40.3220, 805.5949, 59.5674,  -11.2709, 967.9869, 59.2808,  240, 240, 0
L -121.1882, 755.1700, 59.2808,  40.3220, 805.5949, 59.5674,  240, 240, 0
L -132.9236, 690.2026, 59.2808,  -138.1598, 521.4557, 58.9278,  240, 240, 0
L 35.7339, 686.1196, 59.2808,  -132.9236, 690.2026, 59.2808,  240, 240, 0
L 29.7235, 516.9442, 59.2808,  35.7339, 686.1196, 59.2808,  240, 240, 0
L -138.2220, 521.5081, 58.9273,  29.7235, 516.9442, 59.2808,  240, 240, 0
L -542.5446, -21.6088, 149.2807,  -542.2488, -190.6290, 149.2807,  240, 240, 0
L -374.0869, -21.3178, 149.2807,  -542.5446, -21.6088, 149.2807,  240, 240, 0
L -373.6775, -190.0667, 148.5045,  -374.0869, -21.3178, 149.2807,  240, 240, 0
L -542.3006, -189.1228, 149.2807,  -373.6775, -190.0667, 148.5045,  240, 240, 0
L -416.6707, 134.5914, -0.7192,  -416.1928, 303.6684, -0.7081,  240, 240, 0
L -248.4309, 134.1933, -0.7192,  -416.6707, 134.5914, -0.7192,  240, 240, 0
L -248.5938, 301.7802, -0.7192,  -248.4309, 134.1933, -0.7192,  240, 240, 0
L -417.1027, 302.8044, -0.7078,  -248.5938, 301.7802, -0.7192,  240, 240, 0
L -450.2755, 286.6016, -0.6965,  -491.8035, 449.1255, -0.7192,  240, 240, 0
L -613.1586, 243.9880, -0.7192,  -450.2755, 286.6016, -0.6965,  240, 240, 0
L -655.3844, 405.9522, -0.7192,  -613.1586, 243.9880, -0.7192,  240, 240, 0
L -492.6847, 448.3028, -0.7192,  -655.3844, 405.9522, -0.7192,  240, 240, 0
L -316.4416, 529.3273, -0.7192,  -481.5188, 490.9684, -0.7192,  240, 240, 0
L -279.5243, 362.1150, -0.7192,  -316.4416, 529.3273, -0.7192,  240, 240, 0
L -445.2371, 324.7755, -0.6989,  -279.5243, 362.1150, -0.7192,  240, 240, 0
L -480.6210, 490.5393, -0.7192,  -445.2371, 324.7755, -0.6989,  240, 240, 0
L -344.4912, 724.9037, -0.7192,  -510.5545, 695.9277, -0.7192,  240, 240, 0
L -317.3983, 558.0942, -0.7192,  -344.4912, 724.9037, -0.7192,  240, 240, 0
L -482.5217, 530.2778, -0.7192,  -317.3983, 558.0942, -0.7192,  240, 240, 0
L -511.2669, 695.2607, -0.7192,  -482.5217, 530.2778, -0.7192,  240, 240, 0
L -560.9684, 656.4988, -0.7192,  -719.4137, 597.5089, -0.7192,  240, 240, 0
L -503.6298, 496.2303, -0.7192,  -560.9684, 656.4988, -0.7192,  240, 240, 0
L -663.7913, 438.2090, -0.7192,  -503.6298, 496.2303, -0.7192,  240, 240, 0
L -720.9098, 597.8928, -0.7192,  -663.7913, 438.2090, -0.7192,  240, 240, 0
L -577.3373, 726.1664, -0.7192,  -680.6287, 856.9514, -0.7192,  240, 240, 0
L -710.4659, 621.7711, -0.7192,  -577.3373, 726.1664, -0.7192,  240, 240, 0
L -813.5463, 753.9561, -0.7192,  -710.4659, 621.7711, -0.7192,  240, 240, 0
L -680.8906, 857.2592, -0.7192,  -813.5463, 753.9561, -0.7192,  240, 240, 0
L -612.6755, 885.5584, -0.7192,  -476.3519, 983.7877, -0.7192,  240, 240, 0
L -514.5399, 751.0995, -0.7192,  -612.6755, 885.5584, -0.7192,  240, 240, 0
L -380.3099, 849.6208, -0.7192,  -514.5399, 751.0995, -0.7192,  240, 240, 0
L -477.7594, 983.8208, -0.7192,  -380.3099, 849.6208, -0.7192,  240, 240, 0
L -643.0092, 1075.1920, -0.7192,  -811.7271, 1077.7512, -0.7192,  240, 240, 0
L -644.0114, 907.5068, -0.7192,  -643.0092, 1075.1920, -0.7192,  240, 240, 0
L -813.5195, 908.6265, -0.7192,  -644.0114, 907.5068, -0.7192,  240, 240, 0
L -811.0187, 1076.7130, -0.7192,  -813.5195, 908.6265, -0.7192,  240, 240, 0
L -598.4968, 1466.6938, -0.7192,  -766.5825, 1474.3420, -0.7178,  240, 240, 0
L -605.4827, 1299.0292, -0.7192,  -598.4968, 1466.6938, -0.7192,  240, 240, 0
L -774.6091, 1307.0444, -0.7146,  -605.4827, 1299.0292, -0.7192,  240, 240, 0
L -766.3589, 1473.2242, -0.7179,  -774.6091, 1307.0444, -0.7146,  240, 240, 0
L -586.5325, 1525.7277, -0.7192,  -752.3520, 1526.6422, -0.3997,  240, 240, 0
L -583.5865, 1692.9362, -0.4950,  -586.5325, 1525.7277, -0.7192,  240, 240, 0
L -752.5195, 1692.9551, -0.6820,  -583.5865, 1692.9362, -0.4950,  240, 240, 0
L -752.0842, 1526.2791, -0.4026,  -752.5195, 1692.9551, -0.6820,  240, 240, 0
L -968.3740, 1142.2256, 37.2808,  -1137.2882, 1142.2256, 37.2808,  240, 240, 0
L -966.9550, 973.1802, 37.2808,  -968.3740, 1142.2256, 37.2808,  240, 240, 0
L -1135.8170, 972.6452, 37.2808,  -966.9550, 973.1802, 37.2808,  240, 240, 0
L -1135.9640, 1141.6229, 37.2808,  -1135.8170, 972.6452, 37.2808,  240, 240, 0
L -1165.0824, 1933.4949, -30.7191,  -1165.8452, 2100.1704, -30.7191,  240, 240, 0
L -1332.4895, 1934.1846, -30.4797,  -1165.0824, 1933.4949, -30.7191,  240, 240, 0
L -1333.4346, 2102.0327, -30.7191,  -1332.4895, 1934.1846, -30.4797,  240, 240, 0
L -1165.8943, 2100.9146, -30.7191,  -1333.4346, 2102.0327, -30.7191,  240, 240, 0
L -2426.8008, 2681.7456, 79.2808,  -2427.1492, 2514.7400, 79.2808,  240, 0, 0
L -2593.8213, 2680.4844, 79.2808,  -2426.8008, 2681.7456, 79.2808,  240, 0, 0
